feature,importance,cumulative_importance
Fea25,0.0007215511657909693,0.9250173591680856
Fea272,0.0007036816796150683,0.9257210408477007
Fea771,0.0007022596719974669,0.9264233005196981
Fea586,0.000701962674402466,0.9271252631941006
Fea518,0.0007011091521382663,0.9278263723462389
Fea198,0.0006936845221169725,0.9285200568683558
Fea163,0.000692166365792284,0.9292122232341481
Fea814,0.0006785645512469067,0.929890787785395
Fea344,0.0006746312183638363,0.9305654190037589
Fea201,0.0006738769320548324,0.9312392959358137
Fea693,0.0006717155615237764,0.9319110114973375
Fea18,0.0006383065861715204,0.9325493180835089
Fea173,0.000635292344504195,0.9331846104280132
Fea903,0.0006345640490063978,0.9338191744770196
Fea743,0.0006266871764810514,0.9344458616535006
Fea139,0.0006175741346456733,0.9350634357881463
Fea400,0.0006121309303732631,0.9356755667185196
Fea778,0.000610215281259531,0.9362857819997791
Fea582,0.0006032242891899517,0.936889006288969
Fea782,0.0005947883451520129,0.937483794634121
Fea138,0.0005876151357403859,0.9380714097698614
Fea47,0.0005843354631475006,0.9386557452330089
Fea913,0.0005799197020365231,0.9392356649350454
Fea490,0.0005738928319860902,0.9398095577670315
Fea234,0.0005722130124771121,0.9403817707795086
Fea925,0.000569808552816264,0.9409515793323249
Fea648,0.0005679689326303407,0.9415195482649552
Fea592,0.000556933324630988,0.9420764815895862
Fea364,0.0005512904257045463,0.9426277720152908
Fea480,0.0005510923112463618,0.9431788643265372
Fea618,0.0005441801858034239,0.9437230445123406
Fea36,0.0005427897264895017,0.94426583423883
Fea734,0.0005367900641178476,0.9448026243029479
Fea804,0.0005354241588173427,0.9453380484617653
Fea283,0.0005254779107056642,0.945863526372471
Fea79,0.0005228745879991724,0.9463864009604701
Fea390,0.0005214278132509124,0.946907828773721
Fea242,0.0005188837870264135,0.9474267125607474
Fea113,0.0005188228156287645,0.9479455353763762
Fea313,0.0005178100893739467,0.9484633454657501
Fea529,0.0005151134194699782,0.94897845888522
Fea823,0.0005125520475348166,0.9494910109327549
Fea328,0.0005116537318003507,0.9500026646645553
