feature,importance,cumulative_importance
Fea658,0.0010317224304315106,0.8948811485207498
Fea17,0.0010244255213098484,0.8959055740420597
Fea121,0.0010174859119722738,0.896923059954032
Fea179,0.0010097657875480811,0.8979328257415801
Fea844,0.001000498574319607,0.8989333243158997
Fea54,0.0010000474745706315,0.8999333717904703
Fea251,0.0009765354506091978,0.9009099072410794
Fea710,0.0009694238291087436,0.9018793310701881
Fea782,0.0009596516468624109,0.9028389827170505
Fea379,0.000944225850206125,0.9037832085672567
Fea862,0.0009425072207821334,0.9047257157880388
Fea398,0.0009293260366162541,0.9056550418246551
Fea682,0.0009290694357850556,0.9065841112604401
Fea113,0.0009124836503907856,0.9074965949108309
Fea598,0.0009094385819104389,0.9084060334927413
Fea671,0.0008960410624305126,0.9093020745551718
Fea913,0.0008715229503356789,0.9101735975055074
Fea586,0.0008638034154671303,0.9110374009209745
Fea272,0.0008633007725212433,0.9119007016934958
Fea801,0.0008482993426194961,0.9127490010361153
Fea734,0.00084701986422438,0.9135960209003398
Fea744,0.0008263752273542047,0.9144223961276939
Fea992,0.0008167368455274092,0.9152391329732213
Fea641,0.0008154463167771137,0.9160545792899984
Fea377,0.0008148610322957213,0.9168694403222941
Fea65,0.0008116677487609396,0.9176811080710551
Fea932,0.0008087669602615342,0.9184898750313166
Fea305,0.0007985385460668921,0.9192884135773836
Fea807,0.0007838785151794415,0.920072292092563
Fea917,0.0007682345346461709,0.9208405266272092
Fea380,0.0007666751384191894,0.9216072017656284
Fea107,0.0007651784241769208,0.9223723801898053
Fea926,0.0007639930809903408,0.9231363732707956
Fea133,0.0007625143511612179,0.9238988876219568
Fea268,0.000761744288888094,0.9246606319108449
Fea774,0.0007610985792183074,0.9254217304900633
Fea496,0.0007474526870826394,0.9261691831771459
Fea219,0.0007405845967547397,0.9269097677739007
Fea882,0.0007386777441850196,0.9276484455180857
Fea595,0.0007325009627585864,0.9283809464808442
Fea473,0.000729014642337897,0.9291099611231821
Fea284,0.000727207054007173,0.9298371681771893
Fea517,0.0007205713321199773,0.9305577395093093
Fea225,0.000716835962482095,0.9312745754717914
Fea127,0.0007081003649961055,0.9319826758367875
Fea464,0.0007041002740971763,0.9326867761108847
Fea193,0.000697473498461452,0.9333842496093462
Fea883,0.0006949173972432234,0.9340791670065894
Fea768,0.0006932313245639805,0.9347723983311534
Fea61,0.0006915272696184867,0.935463925600772
Fea873,0.0006815177804848834,0.9361454433812568
Fea915,0.0006700188337093755,0.9368154622149663
Fea64,0.0006599379127060112,0.9374754001276723
Fea588,0.0006509954935108723,0.9381263956211832
Fea539,0.0006471569357569646,0.9387735525569402
Fea738,0.0006398299744201243,0.9394133825313603
Fea346,0.0006323327785308216,0.9400457153098911
Fea910,0.0006317314219418107,0.940677446731833
Fea651,0.0006259447731123487,0.9413033915049454
Fea378,0.0006235418997542554,0.9419269334046996
Fea122,0.0006217978454456844,0.9425487312501453
Fea953,0.0006172063891403224,0.9431659376392856
Fea864,0.0006086000108136484,0.9437745376500992
Fea523,0.0006078483550592514,0.9443823860051584
Fea410,0.0006074780234014727,0.9449898640285599
Fea282,0.000586439416135907,0.9455763034446958
Fea85,0.0005854341014531646,0.946161737546149
Fea737,0.0005830954357480439,0.946744832981897
Fea114,0.0005714953630355727,0.9473163283449326
Fea740,0.0005701663001451641,0.9478864946450778
Fea39,0.0005700791925643346,0.9484565738376421
Fea675,0.0005530995901620486,0.9490096734278042
Fea235,0.0005513461281391002,0.9495610195559433
