feature,importance,cumulative_importance
Fea27,0.001550029580030666,0.8157413827067437
Fea127,0.0015394240020894158,0.8172808067088331
Fea475,0.0015368026907661583,0.8188176093995992
Fea132,0.0015322599142315672,0.8203498693138308
Fea689,0.0015304856436963463,0.8218803549575272
Fea21,0.001529608041474756,0.8234099629990019
Fea778,0.0015014160754199348,0.8249113790744219
Fea424,0.0014867840296009895,0.8263981631040229
Fea464,0.0014679823570655124,0.8278661454610884
Fea442,0.0014580861320347342,0.8293242315931231
Fea902,0.001439346115423624,0.8307635777085467
Fea383,0.0014362872485656447,0.8321998649571123
Fea989,0.0014277404739179134,0.8336276054310302
Fea235,0.0014123569920234695,0.8350399624230537
Fea568,0.0014111353449685834,0.8364510977680223
Fea936,0.0014094018215449393,0.8378604995895672
Fea915,0.0014001672492577233,0.8392606668388249
Fea863,0.0013907050133564688,0.8406513718521814
Fea313,0.0013887798716270402,0.8420401517238084
Fea76,0.0013874663134844645,0.8434276180372928
Fea675,0.0013813122466512853,0.8448089302839441
Fea883,0.0013652195898416208,0.8461741498737857
Fea445,0.0013602894839681886,0.8475344393577539
Fea779,0.0013412837125318501,0.8488757230702857
Fea620,0.0013323583683842776,0.85020808143867
Fea369,0.0013251617963869447,0.851533243235057
Fea515,0.0013217025038860738,0.852854945738943
Fea758,0.0013217025038860736,0.8541766482428291
Fea804,0.0013210297641500497,0.8554976780069792
Fea940,0.0013164666107140792,0.8568141446176932
Fea519,0.0012968372619960034,0.8581109818796893
Fea296,0.0012963698425704703,0.8594073517222597
Fea467,0.001293360949072278,0.860700712671332
